courseCode,cohortSize
PGSP11319,67
PGSP11326,57
PGSP11327,27
PGSP11328,10
PGSP11331,30
PGSP11338,15
PGSP11340,10
PGSP11348,49
PGSP11349,15
PGSP11352,27
PGSP11353,28
PGSP11354,16
PGSP11358,39
PGSP11359,28
PGSP11361,30
PGSP11363,64
PGSP11364,39
PGSP11367,24
PGSP11369,30
PGSP11371,3
PGSP11376,2
PGSP11379,22
PGSP11385,NA
PGSP11388,12
PGSP11389,7
PGSP11390,9
PGSP11391,7
PGSP11393,27
PGSP11398,73
PGSP11400,29
PGSP11401,13
PGSP11412,27
PGSP11415,6
PGSP11416,14
PGSP11418,28
PGSP11420,NA
PGSP11421,2
PGSP11422,36
PGSP11423,19
PGSP11424,21
PGSP11431,5
PGSP11452,7
PGSP11453,12
PGSP11455,15
PGSP11463,51
PGSP11466,54
PGSP11467,30
PGSP11469,31
PGSP11476,36
PGSP11480,42
PGSP11484,16
PGSP11486,15
PGSP11487,20
PGSP11491,43
PGSP11492,45
PGSP11499,6
PGSP11501,11
PGSP11502,NA
PGSP11503,1
PGSP11504,NA
PGSP11505,NA
PGSP11506,1
PGSP11507,1
PGSP11516,11
PGSP11519,NA
PGSP11521,NA
PGSP11522,52
PGSP11524,49
PGSP11526,14
PGSP11534,11
PGSP11537,NA
PGSP11538,NA
PGSP11539,NA
PGSP11540,NA
PGSP11542,30
PGSP11543,NA
PGSP11544,NA
PGSP11545,NA
PGSP11546,NA
PGSP11547,NA
PGSP11549,NA
PGSP11551,NA
PGSP11552,30
PGSP11554,NA
PGSP11556,NA
PGSP11558,33
PGSP11562,49
PGSP11563,59
PGSP11565,NA
PGSP11566,NA
PGSP11567,37
PGSP11569,23
PGSP11571,4
PGSP11572,8
PGSP11573,18
PGSP11574,NA
PGSP11576,15
PGSP11578,1
PGSP11579,11
PGSP11580,5
PGSP11581,67
PGSP11583,27
PGSP11584,21
PGSP11585,23
PGSP11586,23
PGSP11587,23
PGSP11588,23
PGSP11590,30
PGSP11591,13
PGSP11596,12
PGSP11597,2
PGSP11598,5
PGSP11599,17
PGSP11600,24
PGSP11601,14
PGSP11602,34
PGSP11603,28
PGSP11605,16
PGSP11607,20
PGSP11608,13
PGSP11611,48
PGSP11612,6
PGSP11615,5
PGSP11616,25
PGSP11617,12
PGSP11618,27
PGSP11619,7
PGSP11620,5
PGSP11622,48
PGSP11623,48
PGSP11625,23
PGSP11627,NA
PGSP12001,12
PHBM10017,35
PHBM10018,36
PHBM10035,36
PHBM10036,35
PHIL07002,51
PHIL08004,432
PHIL08005,168
PHIL08014,308
PHIL08015,416
PHIL08017,329
PHIL08019,202
PHIL08020,156
PHIL10005,21
PHIL10007,48
PHIL10014,12
PHIL10017,42
PHIL10019,24
PHIL10026,36
PHIL10056,7
PHIL10064,26
PHIL10086,21
PHIL10090,27
PHIL10093,51
PHIL10099,24
PHIL10103,22
PHIL10117,48
PHIL10125,25
PHIL10133,14
PHIL10143,39
PHIL10147,27
PHIL10152,51
PHIL10153,26
PHIL10155,49
PHIL10156,24
PHIL10160,26
PHIL10161,10
PHIL10162,46
PHIL10167,29
PHIL10171,NA
PHIL10174,45
PHIL10175,46
PHIL10176,25
PHIL10182,31
PHIL10183,27
PHIL10186,24
PHIL10187,10
PHIL10190,26
PHIL10192,26
PHIL10195,26
PHIL10196,21
PHIL10197,32
PHIL10203,34
PHIL10204,50
PHIL10207,26
PHIL10208,35
PHIL10210,45
PHIL10211,24
PHIL10212,27
PHIL10213,26
PHIL10214,48
PHIL10216,27
PHIL10219,25
PHIL10220,11
PHIL10221,26
PHIL10222,46
PHIL10224,28
PHIL10225,51
PHIL10226,25
PHIL10227,25
PHIL10228,NA
PHIL10229,26
PHIL10230,26
PHIL10231,51
PHIL10232,19
PHIL10233,23
PHIL10234,45
PHIL11001,43
PHIL11020,5
PHIL11036,3
PHIL11037,19
PHIL11038,16
PHIL11040,NA
PHIL11043,11
PHIL11103,4
PHIL11104,11
PHIL11114,5
PHIL11130,25
PHIL11131,15
PHIL11133,12
PHIL11134,9
PHIL11135,17
PHIL11136,5
PHIL11138,2
PHIL11146,2
PHIL11147,7
PHIL11157,6
PHIL11159,16
PHIL11160,22
PHIL11178,2
PHIL11179,4
PHIL11186,26
PHIL11187,15
PHIL11194,23
PHIL11197,13
PHIL11203,63
PHIL11204,9
PHIL11207,18
PHIL11209,8
PHIL11217,4
PHIL11218,22
PHIL11219,17
PHIL11221,13
PHIL11224,8
PHIL11225,11
PHIL11226,6
PHIL11227,12
PHIL11228,3
PHIL11229,22
PHIL11230,21
PHIL11231,12
PHIL11232,2
PHIL11233,12
PHIL11235,6
PHIL11236,9
PHYS08016,331
PHYS08017,300
PHYS08021,78
PHYS08026,182
PHYS08035,278
PHYS08036,330
PHYS08039,225
PHYS08042,240
PHYS08043,253
PHYS08045,251
PHYS08046,228
PHYS08049,224
PHYS08050,294
PHYS08051,220
PHYS08052,27
PHYS08053,34
PHYS08054,28
PHYS08057,39
PHYS08058,219
PHYS09019,23
PHYS09021,11
PHYS09050,6
PHYS09051,6
PHYS09053,177
PHYS09054,11
PHYS09055,185
PHYS09056,183
PHYS09057,151
PHYS09059,58
PHYS09060,200
PHYS09061,219
PHYS09062,1
PHYS09063,92
PHYS10015,89
PHYS10015,4
PHYS10034,65
PHYS10035,75
PHYS10042,135
PHYS10043,59
PHYS10083,51
PHYS10086,35
PHYS10087,81
PHYS10090,116
PHYS10092,8
PHYS10093,32
PHYS10094,57
PHYS10095,31
PHYS10096,152
PHYS10097,11
PHYS10099,141
PHYS10100,55
PHYS10101,1
PHYS10102,1
PHYS10105,35
PHYS10106,27
PHYS10107,26
PHYS10110,32
PHYS10111,57
PHYS10112,68
PHYS11007,24
PHYS11007,NA
PHYS11010,87
PHYS11011,107
PHYS11012,56
PHYS11016,84
PHYS11019,68
PHYS11019,2
PHYS11024,109
PHYS11035,21
PHYS11037,17
PHYS11040,31
PHYS11041,42
PHYS11042,39
PHYS11044,40
PHYS11045,56
PHYS11049,84
PHYS11050,7
PHYS11051,8
PHYS11053,17
PHYS11055,7
PHYS11059,39
PHYS11061,17
PHYS11063,33
PHYS11064,33
PHYS11065,48
PHYS11066,18
PHYS11067,30
PHYS11070,29
PHYS11071,28
PLIT08008,344
PLIT08009,217
PLIT08011,502
PLIT08012,277
PLIT08016,256
PLIT08017,446
PLIT08018,431
PLIT08020,190
PLIT08021,195
PLIT10003,45
PLIT10021,124
PLIT10030,150
PLIT10036,92
PLIT10048,37
PLIT10052,29
PLIT10054,44
PLIT10057,128
PLIT10068,57
PLIT10080,17
PLIT10091,31
PLIT10093,40
PLIT10100,28
PLIT10103,38
PLIT10105,13
PLIT10106,260
PLIT10108,42
PLIT10109,44
PLIT10110,35
PLIT10113,42
PLIT10114,42
PLIT10117,35
PLIT10119,22
PLIT10124,25
PLIT10125,45
PLIT10128,33
PLIT10130,45
PLIT10132,42
PLIT10133,27
PLIT10135,45
PLIT10136,42
PLIT10140,54
PLIT10142,30
PLIT10147,59
PLIT10149,44
PLIT10150,38
PLIT10151,117
PLIT10154,119
PLIT10155,45
PLIT10157,35
PLIT10158,44
PLIT10159,38
PLIT10161,20
PLIT10162,43
PLIT10163,45
PLIT10164,36
PLIT10166,45
PLIT10167,43
PLIT10168,12
PLIT10169,17
PLIT10170,42
PLIT11013,NA
PLIT11016,12
PLIT11018,45
PLSC10002,4
PLSC10004,4
PLSC10006,4
PLSC10018,3
PLSC10023,27
PLSC10024,3
PLSC10026,4
PLSC11002,25
PLSC11003,22
PLSC11004,21
PLSC11005,20
PLSC11006,20
PLSC11008,25
PPLS08002,80
PRGE11001,2
PRGE11002,NA
PRGE11006,1
PRGE11020,4
PROS11001,NA
PROS11002,NA
PROS11003,3
PROS12001,NA
PROS12002,NA
PROS12003,NA
PROS12004,NA
PROS12005,3
PROS12006,3
PROS12007,3
PROS12008,3
PSHF11001,32
PSHF11002,1
PSHF11003,NA
PSHF11003,33
PSHF11004,29
PSHF11005,NA
PSHF11005,29
PSHF11006,NA
PSHF11006,29
PSHF11007,24
PSHF11008,NA
PSHF11008,33
PSYL08009,310
PSYL08010,247
PSYL08011,219
PSYL08012,217
PSYL08013,166
PSYL08015,216
PSYL10004,207
PSYL10005,144
PSYL10090,156
PSYL10102,161
PSYL10131,157
PSYL10135,50
PSYL10136,98
PSYL10138,38
PSYL10140,101
PSYL10149,49
PSYL10150,161
PSYL10152,49
PSYL10153,99
PSYL10157,46
PSYL10158,59
PSYL10161,48
PSYL10163,29
PSYL10166,78
PSYL10168,251
PSYL10170,47
PSYL10171,75
PSYL10174,243
PSYL10175,48
PSYL10176,40
PSYL10177,100
PSYL10178,38
PSYL10179,75
PSYL10180,46
PSYL10182,42
PSYL10183,55
PSYL11032,24
PSYL11033,20
PSYL11034,17
PSYL11036,1
PSYL11037,1
PSYL11058,36
PSYL11062,13
PSYL11065,91
PSYL11078,20
PSYL11092,8
PSYL11098,96
PSYL11099,94
PSYL11100,29
PSYL11101,23
PSYL11102,25
PSYL11103,9
PSYL11104,11
PSYL11107,20
PSYL11108,30
PSYL11109,17
PSYL11110,15
PSYL11111,9
PSYL11112,11
PSYL11113,26
PSYL11114,9
PUHR11001,65
PUHR11008,32
PUHR11016,67
PUHR11032,69
PUHR11033,68
PUHR11038,81
PUHR11040,28
PUHR11047,NA
PUHR11049,69
PUHR11049,NA
PUHR11050,67
PUHR11054,25
PUHR11056,29
PUHR11057,27
PUHR11058,41
PUHR11063,15
PUHR11064,41
PUHR11065,6
PUHR11066,11
PUHR11067,50
PUHR11068,41
PUHR11069,31
PUHR11074,15
PUHR11074,NA
PUHR11076,16
PUHR11079,24
PUHR11080,33
PUHR11081,35
PUHR11082,37
PUHR11083,7
PUHR11084,42
PUHR11085,64
PUHR11087,7
PUHR11088,21
PUHR11089,NA
PUHR11091,12
PUHR11097,NA
PUHR11103,40
PUHR11105,22
PUHR11106,8
PUHR11107,NA
PUHR11111,NA
PUHR11112,14
PUHR11113,17
PUHR11114,40
PUHR11115,71
PUHR11116,11
PUHR11117,9
PUHR11118,16
PUHR11119,16
REBM11018,5
REBM11021,5
REBM11023,NA
REBM11024,5
REDU11002,11
REDU11010,91
REDU11011,92
REDU11024,49
REDU11026,20
REDU11028,14
REDU11029,25
REDU11045,703
REDU11046,707
REDU11050,NA
REDU11051,NA
REDU11052,8
REDU11064,49
REDU11071,NA
REDU11074,21
REDU11075,10
REDU11077,1
REDU11078,17
REDU11078,19
REDU11079,NA
REDU11080,12
REDU11081,84
REDU11082,NA
REDU11083,187
REDU11084,252
REDU11085,14
REDU11086,NA
REDU11087,124
REDU11088,27
REDU11089,49
REDU11091,NA
REDU11092,58
REDU11093,29
REGM11001,16
REGM11002,16
REGM11003,16
REGM11004,NA
REGM11005,NA
REGM11006,NA
REPB10002,36
REPB10003,36
REPB10004,36
REPB10005,36
REST11012,7
REST11014,7
REST11019,3
REST11020,1
REST11026,6
SAST08003,103
SAST10001,25
SCAN08005,123
SCAN08010,208
SCAN08011,126
SCAN08012,260
SCAN08013,114
SCAN08015,260
SCAN08016,164
SCAN10010,31
SCAN10021,107
SCAN10022,82
SCAN10023,85
SCAN10028,25
SCAN10030,77
SCAN10031,86
SCAN10036,85
SCAN10037,104
SCAN10057,30
SCAN10062,36
SCAN10064,1
SCAN10066,32
SCAN10068,34
SCAN10070,33
SCAN10078,10
SCAN10079,30
SCAN10082,13
SCAN10083,13
SCAN10085,30
SCAN10086,28
SCAN10088,14
SCAN10089,30
SCAN10090,15
SCAN10092,14
SCAN10094,13
SCAN10095,29
SCAN11008,15
SCAN11027,70
SCEE08003,342
SCEE08006,273
SCEE08008,228
SCEE08009,441
SCEE08010,515
SCEE08011,397
SCEE08012,427
SCEE08014,427
SCEE08015,412
SCEE08016,316
SCEE08017,38
SCEE08018,49
SCEE09001,151
SCEE09002,307
SCEE09004,121
SCEE11007,15
SCEE11008,28
SCEE11014,138
SCEE11017,20
SCET08006,74
SCET08007,70
SCET08008,28
SCET08009,64
SCET10015,21
SCET10017,3
SCET10019,16
SCET10020,19
SCET10025,10
SCET10029,NA
SCET10030,1
SCET10032,6
SCET10034,31
SCET10037,NA
SCET11011,NA
SCHI10005,20
SCHI10010,14
SCHI10077,23
SCIL08004,414
SCIL08005,352
SCIL08008,139
SCIL08009,96
SCIL08012,154
SCIL08013,151
SCIL10018,141
SCIL10023,60
SCIL10024,45
SCIL10045,81
SCIL10047,49
SCIL10058,39
SCIL10062,136
SCIL10063,139
SCIL10064,50
SCIL10065,59
SCIL10067,51
SCIL10071,24
SCIL10072,50
SCIL10080,39
SCIL10081,60
SCIL10082,44
SCIL10089,50
SCIL10091,NA
SCIL10093,61
SCIL10094,24
SCIL10096,13
SCIL10097,19
SCIL11009,111
SCIL11016,29
SCIL11029,73
SCIL11030,73
SCIL11036,22
SCIL11037,29
SCIL11042,14
SCPL08004,169
SCPL08005,195
SCPL08010,112
SCPL08012,113
SCPL08014,76
SCPL08015,57
SCPL10005,36
SCPL10012,38
SCPL10020,43
SCPL10022,2
SCPL10029,35
SCPL10030,7
SCPL10034,15
SCPL10040,48
SCPL10041,50
SCPL10042,29
SCPL10043,22
SCPL10044,18
SCPL10045,61
SCPL11017,47
SCPL11021,40
SCWR08003,60
SCWR08005,49
SCWR08007,60
SCWR08008,58
SCWR08009,101
SCWR10029,23
SCWR10030,23
SCWR10031,21
SCWR10032,31
SCWR10033,31
SCWR10034,22
SCWR10035,21
SCWR10036,31
SCWR10037,23
SCWR11009,25
SCWR11027,22
SCWR11033,22
SCWR11035,25
SCWR11036,21
SCWR11037,24
SCWR11038,21
SCWR11039,21
SCWR11040,22
SHSS08001,99
SHSS08002,81
SHSS08003,12
SHSS08004,90
SHSS08005,91
SHSS10003,35
SHSS10004,23
SHSS10005,44
SHSS10006,22
SHSS10007,14
SHSS10008,13
SHSS10009,21
SHSS10010,24
SHSS10011,67
SHSS11003,8
SPRT08001,1
SPRT08012,1
SPRT08014,NA
SPRT08016,2
SPRT08019,63
SPRT08020,58
SPRT08021,151
SPRT08022,152
SPRT08023,57
SPRT08024,58
SPRT08026,40
SPRT08027,59
SPRT08028,60
SPRT08029,60
SPRT08030,40
SPRT08031,40
SPRT08032,61
SPRT08033,48
SPRT10003,63
SPRT10004,39
SPRT10005,38
SPRT10006,26
SPRT10012,39
SPRT10020,14
SPRT10021,31
SPRT10024,24
SPRT10025,46
SPRT10027,33
SPRT10029,17
SPRT10030,21
SPRT10031,43
SPRT10032,62
SPRT10033,58
SPRT10034,50
SPRT10035,38
SPRT10037,32
SPRT10038,26
SPRT10046,38
SPRT10047,39
SPRT10049,5
SPRT10050,64
SPRT10051,21
SPRT10052,64
SPRT10053,21
SPRT10054,37
SPRT10055,27
SPRT10056,28
SPRT11001,26
SPRT11002,24
SPRT11004,27
SPRT11005,24
SPRT11011,23
SPRT11012,23
SPRT11013,22
SSPS07003,NA
SSPS08007,21
SSPS08008,57
SSPS08009,39
SSPS08012,242
SSPS08013,124
SSPS10001,76
SSPS10014,33
SSPS10024,23
SSPS10027,31
SSPS10028,NA
SSPS10029,9
STEM11001,4
STEM11002,2
STEM11003,3
STEM11004,NA
STEM11005,2
STEM11006,8
STEM11007,NA
STEM11008,NA
STEM11009,2
STEM11010,3
STEM11011,2
STEM11012,NA
STEM11013,1
STIS08002,13
STIS08005,70
STIS08006,23
STIS08007,99
STIS08008,48
STIS08009,201
STIS08010,24
STIS08011,70
STIS10001,90
STIS10008,114
STIS10009,60
STIS10012,47
STIS10013,43
STIS10014,NA
STIS10014,5
STIS10015,11
STIS11001,8
SURG11006,43
SURG11010,24
SURG11011,28
SURG11012,21
SURG11014,24
SURG11015,27
SURG11016,42
SURG11017,42
THET11015,7
THET11035,7
THET11037,8
THET11046,15
THET11049,10
THET11051,9
THET11058,1
THET11059,8
THET11060,1
THET11062,2
THET11063,3
THET11064,4
THET11067,2
TPGR11004,13
TROR12001,23
TROR12002,21
TROR12003,19
TROR12004,19
TROR12005,17
TROR12006,17
TROR12007,17
TROR12008,17
TROR12009,19
TROR12010,19
TROR12011,17
TROR12012,19
TROR12013,21
UCHM12001,11
UCHM12002,11
UCHM12003,11
UCHM12004,11
UCHM12005,11
UCHM12006,11
UCHM12007,11
UCHM12008,11
UCHM12009,6
UCHM12010,6
UCHM12011,6
VCHM12001,12
VCHM12002,12
VCHM12003,12
VCHM12004,12
VCHM12005,12
VCHM12006,12
VCHM12007,12
VCHM12008,12
VCHM12009,12
VCHM12010,12
VCHM12011,12
VCHM12012,7
VCHM12013,7
VCHM12014,10
VESC11011,NA
VESC11019,21
VESC11020,22
VESC11021,10
VESC11022,19
VESC11023,24
VESC11024,NA
VESC11026,NA
VESC11029,NA
VESC11033,26
VESC11037,NA
VESC11038,NA
VESC11039,NA
VESC11040,NA
VESC11041,NA
VESC11042,9
VESC11043,1
VESC11044,NA
VESC11045,NA
VESC11046,NA
VESC11047,NA
VESC11048,NA
VESC11049,NA
VESC11050,2
VESC11051,NA
VESC11052,NA
VESC11053,NA
VESC11054,NA
VESC11055,NA
VESC11056,NA
VESC11057,NA
VESC11058,NA
VESC11059,NA
VESC11060,5
VESC11061,4
VESC11062,4
VESC11063,1
VESC11064,1
VESC11065,6
VESC11069,NA
VESC11070,NA
VESC11071,NA
VESC11072,7
VESC11073,NA
VESC11078,NA
VESC11079,12
VESC11080,NA
VESC11082,NA
VESC11083,NA
VESC11084,NA
VESC11085,21
VESC11088,31
VESC11089,30
VESC11103,2
VESC11104,NA
VESC11105,NA
VESC11106,NA
VESC11109,21
VESC11111,NA
VESC11112,2
VESC11114,NA
VESC11115,NA
VESC11117,NA
VESC11119,14
VESC11120,NA
VESC11123,23
VESC11124,NA
VESC11126,2
VESC11127,NA
VESC11128,NA
VESC11129,NA
VESC11131,NA
VESC11132,NA
VESC11136,1
VESC11137,1
VESC11138,NA
VESC11139,NA
VESC11140,NA
VESC11145,3
VESC11146,NA
VESC11147,NA
VESC11148,NA
VESC11149,11
VESC11151,18
VESC11152,12
VESC11153,11
VESC11154,NA
VESC11155,9
VESC11156,NA
VESC11160,NA
VESC11161,NA
VESC11162,2
VESC11163,10
VESC11164,NA
VESC11165,2
VESC11166,4
VESC11168,NA
VESC11169,6
VESC11170,1
VESC11171,11
VESC11176,8
VESC11177,1
VESC11178,7
VESC11179,3
VESC11180,3
VESC11181,2
VESC11182,2
VESC11183,NA
VESC11184,5
VESC11185,4
VESC11186,9
VESC11187,20
VESC11188,5
VESC11196,NA
VESC11197,NA
VESC11198,NA
VESC11199,20
VESC11200,14
VESC11201,16
VESC11202,NA
VESC11203,NA
VESC11204,28
VESC11205,NA
VESC11206,NA
VESC11207,NA
VESC11208,NA
VESC11209,NA
VESC11210,NA
VESC11211,NA
VESC11212,NA
VESC11213,NA
VESC11219,NA
VESC11220,NA
VESC11223,NA
VESC11224,24
VESC11225,2
VESC11226,NA
VESC11227,NA
VESC11228,1
VESC11229,1
VESC11230,NA
VESC11231,1
VESC11232,1
VESC11234,27
VESC11235,28
VESC11236,9
VESC11237,2
VESC11238,4
VESC11239,2
VESC11240,NA
VESC11243,14
VESC11244,6
VESC11245,6
VESC11246,6
VESC11247,6
VESC11248,6
VESC11249,6
VESC11250,5
VESC11251,NA
VESC11252,9
VESC11253,9
VESC11254,24
VESC11255,20
VESC11256,NA
VESC11257,NA
VESC11258,NA
VESC11259,NA
VESC11260,16
VESC11262,NA
VESC11264,4
VESC11265,NA
VESC11267,NA
VESC12002,3
VESC12005,12
VESC12006,NA
VESC12007,3
VESC12008,3
VESC12009,3
VESC12010,8
VESC12011,2
VESC12012,2
VESC12013,2
VESC12014,10
VESC12015,11
VESC12016,10
VESC12017,10
VESC12019,NA
VESC12020,NA
VESC12022,NA
VESC12024,NA
VESC12025,NA
VESC12027,NA
VESC12028,NA
VESC12029,NA
VESC12030,4
VESC12031,4
VESC12032,3
VESC12033,NA
VESC12034,3
VESC12035,12
VESC12036,NA
VESC12037,12
VESC12038,NA
VESC12043,NA
VETS08016,7
VETS10001,NA
VETS10033,16
VETS10034,11
VETS10039,10
VETS10042,10
VETS10043,11
WEBP11001,23
WEBP11002,12
WEBP11003,6
WEBP11004,NA
WRCH11018,4
WRCH11019,1
WRCH11020,5
WRCH11021,4
XXXX00901,NA
XXXX01001,NA
XXXX01101,NA
XXXX01102,NA
XXXX01103,NA
XXXX01104,16
XXXX01105,NA
XXXX01106,NA
XXXX01107,16
XXXX01108,NA
XXXX01109,NA
XXXX01110,NA
XXXX01111,NA
XXXX01114,NA
XXXX01115,NA
XXXX01116,NA
XXXX01117,NA
XXXX01118,NA
XXXX01119,NA
XXXX01120,NA
XXXX01121,NA
XXXX01122,NA
XXXX01123,NA
XXXX01124,NA
XXXX01125,NA
XXXX01126,NA
XXXX01127,NA
XXXX01128,NA
XXXX09001,NA
XXXX09002,NA
XXXX09004,NA
XXXX09005,NA
XXXX09006,NA
XXXX10001,NA
XXXX10002,501
XXXX10003,NA
XXXX10004,6
XXXX10005,NA
XXXX10007,NA
XXXX10008,62
XXXX10009,1
XXXX10010,NA
XXXX10012,NA
XXXX10014,6
XXXX10015,NA
XXXX11004,NA
ZLGY10007,27
ZLGY10008,16
ZLGY10012,38
ZLGY10013,26
ZLGY10022,31
ZLGY10025,31
ZLGY10026,21
ZLGY10028,38
ZLGY10029,28
ZLGY10030,18
ZLGY10031,16
